T=1380: Bee #7 completed Hive #1164 with ['F', 1164, 28, 1] --> 99 Points
T=1384: Bee #17 completed Hive #1116 with ['F', 1116, 386, 1] --> 99 Points
T=1391: Bee #0 completed Hive #82 with ['F', 82, 358, 1] --> 99 Points
T=1444: Bee #3 completed Hive #352 with ['F', 352, 142, 1] --> 99 Points
T=1456: Bee #5 completed Hive #929 with ['F', 929, 220, 1] --> 99 Points
T=1466: Bee #17 completed Hive #1001 with ['F', 1001, 386, 1] --> 99 Points
T=1472: Bee #22 completed Hive #1098 with ['F', 1098, 263, 1] --> 99 Points
T=1527: Bee #23 completed Hive #787 with ['F', 787, 360, 1] --> 99 Points
T=1536: Bee #24 completed Hive #465 with ['F', 465, 359, 1] --> 99 Points
T=1564: Bee #15 completed Hive #274 with ['F', 274, 53, 1] --> 99 Points
T=1594: Bee #3 completed Hive #379 with ['F', 379, 107, 1] --> 99 Points
T=1643: Bee #11 completed Hive #127 with ['F', 127, 337, 1] --> 99 Points
T=1647: Bee #0 completed Hive #760 with ['F', 760, 54, 1] --> 99 Points
T=1691: Bee #24 completed Hive #591 with ['F', 591, 97, 1] --> 99 Points
T=1706: Bee #12 completed Hive #900 with ['F', 900, 130, 1] --> 99 Points
T=1728: Bee #14 completed Hive #555 with ['F', 555, 41, 1] --> 99 Points
T=1780: Bee #16 completed Hive #1082 with ['F', 1082, 105, 1] --> 99 Points
T=1796: Bee #5 completed Hive #855 with ['F', 855, 392, 1] --> 99 Points
T=1805: Bee #14 completed Hive #381 with ['F', 381, 131, 1] --> 99 Points
T=1830: Bee #1 completed Hive #212 with ['F', 212, 50, 1] --> 99 Points
T=1841: Bee #22 completed Hive #1222 with ['F', 1222, 392, 1] --> 99 Points
T=1910: Bee #22 completed Hive #1182 with ['F', 1182, 320, 1] --> 99 Points
T=1922: Bee #4 completed Hive #992 with ['F', 992, 355, 1] --> 99 Points
T=1950: Bee #11 completed Hive #121 with ['F', 121, 251, 1] --> 99 Points
T=1959: Bee #15 completed Hive #297 with ['F', 297, 235, 1] --> 99 Points
T=2013: Bee #8 completed Hive #315 with ['F', 315, 254, 1] --> 99 Points
T=2014: Bee #5 completed Hive #729 with ['F', 729, 223, 1] --> 99 Points
T=2036: Bee #4 completed Hive #1208 with ['F', 1208, 41, 1] --> 99 Points
T=2041: Bee #23 completed Hive #838 with ['F', 838, 130, 1] --> 99 Points
T=2077: Bee #5 completed Hive #920 with ['F', 920, 227, 1] --> 99 Points
T=2110: Bee #19 completed Hive #696 with ['F', 696, 171, 1] --> 99 Points
T=2141: Bee #23 completed Hive #820 with ['F', 820, 161, 1] --> 99 Points
T=2163: Bee #11 completed Hive #1229 with ['F', 1229, 41, 1] --> 99 Points
T=2196: Bee #9 completed Hive #501 with ['F', 501, 98, 1] --> 99 Points
T=2250: Bee #7 completed Hive #925 with ['F', 925, 299, 1] --> 99 Points
T=2332: Bee #4 completed Hive #788 with ['F', 788, 109, 1] --> 98 Points
T=2335: Bee #6 completed Hive #519 with ['F', 519, 301, 1] --> 98 Points
T=2336: Bee #5 completed Hive #305 with ['F', 305, 235, 1] --> 98 Points
